mode,strategy,feature,auc,auc_lift,direction,positive_median,background_median,positive_count,background_count
all_background,T5/S09,adx_21_dmp_21,0.9445440713360838,0.44454407133608376,high,35.29053172241463,20.326088306065415,38,72434
all_background,T5/S09,sma_8_minus_sma_21,0.9444690484114031,0.4444690484114031,high,3.4360416666667106,0.052619047619032244,38,72434
all_background,T5/S09,rsi_21,0.9434194540801571,0.44341945408015715,high,71.67071937149814,50.556574603890155,38,72434
all_background,T5/S09,ema_21_slope_4,0.9429169361343439,0.4429169361343439,high,2.0057967738950992,0.030260920716727924,38,72430
all_background,T5/S09,hma_32_slope_4,0.9426111193886118,0.44261111938861175,high,3.280618872548871,0.042831253713529804,38,72415
all_background,T5/S09,adx_7_dmp_7,0.941290377417705,0.44129037741770505,high,46.7109433532613,19.577692469415418,38,72448
all_background,T5/S09,ema_8_minus_ema_21,0.9400986451550086,0.4400986451550086,high,2.612664826235232,0.0475899851022632,38,72434
all_background,T5/S09,roc_20,0.9363671175066086,0.4363671175066086,high,0.7091629305561695,0.011305710016059865,38,72434
all_background,T5/S09,rsi_8,0.9357577553972305,0.4357577553972305,high,81.74286563685499,50.75297022512134,38,72447
all_background,T5/S09,close_minus_sma_21,0.9356557621239227,0.43565576212392265,high,6.536190476190427,0.08523809523808268,38,72434
all_background,T5/S09,ao,0.9348798581975714,0.43487985819757136,high,5.471955882353086,0.11588235294107108,38,72421
